#class tools::wcsv::ntuple
#title NuLatEvent
#separator 44
#vector_separator 59
#column int EventID
#column int EventSeed
#column int PrimaryParticleIDNumber
#column double PrimaryParticleKEnergy
#column double PrimaryParticleVertexX
#column double PrimaryParticleVertexY
#column double PrimaryParticleVertexZ
#column double PrimaryParticleVertexT
#column double PrimaryParticleMomentumMagnitude
#column double PrimaryParticleMomentumX
#column double PrimaryParticleMomentumY
#column double PrimaryParticleMomentumZ
#column double TotalEnergyDeposited
#column int NumberOfCellsHit
#column int NumberOfEnergyDepositions
#column int NumberOfPhotonHits
#column int NumberOfPMTHits
#column int CenterCubePMTHits
#column double CenterCubeDirectHits
0,0,3,2,52.1335,135.226,-62.6432,0,2.45845,-2.02167,-1.24923,-0.629483,2.48073,125,38,8279,150,2,0
